user,changesets,total_objects,avg_objects_per_cs,buildings,highways,landuse,amenities,waterways,naturals
Dom61,2.545,78.846,31.0,2.549,6.061,377,947,30,43
GPar,783,78.620,100.4,9.294,1.406,101,110,35,135
ernestoandolfi,1.290,78.559,60.9,8.430,2.162,40,435,725,40
astraspera,123,77.761,632.2,294,1.266,1.268,120,601,2.531
ualios,616,77.365,125.6,2.074,6.144,658,170,32,306
Max1234-ITA,353,75.216,213.1,2.824,2.659,862,516,37,483
maurizioa,453,73.006,161.2,4.289,4.997,441,610,106,141
maicolgalante,182,72.402,397.8,497,5.713,67,73,215,243
07_Pietro_21,517,72.330,139.9,1.418,3.061,1.715,449,365,1.481
mau59,933,70.755,75.8,1.449,5.550,135,536,134,7.058
DnaX,1.274,68.492,53.8,2.864,6.758,541,1.257,495,306
procuste,273,64.797,237.4,5.153,5.331,430,514,96,212
alessandrocarmeli,2.079,62.265,29.9,323,16.366,975,588,53,579
Flight777,36.390,62.144,1.7,6.202,28.246,3.562,2.687,91,559
Patrick Bous,384,61.215,159.4,125,983,5.094,245,174,110
MauroL,705,60.479,85.8,273,2.491,44,66,917,58
dieterdreist,1.105,60.262,54.5,2.189,3.552,1.581,674,68,198
frasty,782,57.762,73.9,923,5.803,952,780,293,563
ascanio12,428,55.816,130.4,533,3.687,231,137,58,23
HaPe-CZ,1.084,55.383,51.1,901,1.567,284,50,100,107
aa30mom,3.680,54.850,14.9,5.789,3.678,191,1.647,48,17
EdoBoo,2.184,54.511,25.0,3.780,9.418,612,1.497,108,490
camminatoreseriale,530,53.581,101.1,380,6.263,79,285,229,58
Aiman,3.422,53.359,15.6,3.788,9.909,517,1.928,103,640
ぱ ちゃに,429,53.217,124.0,1.246,4.021,864,376,37,313
Sebastien Dinot,156,53.153,340.7,1.399,626,711,65,12,1.502
elucci,244,51.570,211.4,791,1.224,799,527,384,3.580
Leonardo Moretti,154,50.881,330.4,23,1.384,2,24,24,42
GBAB,286,50.634,177.0,586,37.218,51,542,6,67
cxc,301,49.365,164.0,5.893,1.352,229,145,55,97
edvac_repair,6,49.087,8181.2,299,99,57,40,0,0
gmarzio,927,48.799,52.6,96,7.671,21,17,172,20
Andrea Del Sarto,4.130,48.515,11.7,216,10.402,80,108,51,66
mircozorzo,2.430,47.014,19.3,98,27.767,95,1.144,21,27
Andrea Musuruane,1.370,46.919,34.2,1.613,4.949,168,1.205,73,31
LuSirto,950,46.791,49.3,794,2.540,394,451,774,199
StpnGeorg,1.454,45.316,31.2,5.802,2.601,14,38,0,52
Lufo74,389,45.066,115.9,4.272,1.952,60,76,2,7
Antanicus,810,44.203,54.6,2.051,2.464,430,488,18,404
Ale_Zena_IT,559,43.627,78.0,425,5.140,175,573,354,375
rbon56,412,43.451,105.5,168,887,2,19,336,50
Latisana992,170,42.469,249.8,696,5.651,1.582,264,74,589
Mich74,369,42.226,114.4,5.483,903,19,23,2,16
tars4815,119,41.199,346.2,354,466,78,11,4,185
