user,changesets,total_objects,avg_objects_per_cs,buildings,highways,landuse,amenities,waterways,naturals
Map47,741,7.660,10.3,295,408,453,95,46,172
Mich74,740,82.954,112.1,9.029,2.664,23,78,4,2
Yiyi (itwikipedia),732,19.710,26.9,821,2.476,164,330,19,493
jeawrong,705,32.664,46.3,1.822,2.506,182,402,73,1.791
TITOTITOTITO,694,11.159,16.1,43,916,5,27,124,28
JPMichael,686,278.952,406.6,35.648,276,366,256,1,31
openpablo3,681,57.122,83.9,945,660,516,99,387,1.474
Andrea Musuruane,674,17.712,26.3,240,1.911,41,587,33,15
hypersciocco,670,41.001,61.2,224,18.043,99,107,248,19
demetrio_m,662,5.734,8.7,112,1.301,21,131,5,82
NonnEmilia,659,7.614,11.6,457,1.665,118,307,18,228
_Andrea_,656,34.187,52.1,1.360,2.513,102,587,27,33
marco_camagni,648,2.320,3.6,0,1.625,6,0,1,2
AlfredoSP,636,11.228,17.7,4,2.317,7,0,3,9
scratera,631,15.255,24.2,1.206,430,24,192,4,22
Humus015,626,2.992,4.8,202,135,4,638,2,1
Griphon,623,22.103,35.5,1.149,1.729,197,713,21,342
Agh,610,16.174,26.5,447,813,3,91,57,147
Gabriele Dri,609,21.558,35.4,76,4.414,282,928,8,197
Fabiano Peddis,602,13.485,22.4,295,1.496,87,79,1,18
dan980,598,612.899,1024.9,7.834,41.660,5.063,703,10.583,319
pigio66,593,40.525,68.3,1.039,4.336,306,340,256,491
Gh0stz0x,591,45.482,77.0,4.496,1.133,33,307,33,68
spezzi64,586,12.257,20.9,152,508,134,19,74,75
vitoplus,574,17.459,30.4,2.559,1.564,8,176,5,3
vrmap,571,35.671,62.5,929,6.173,445,404,109,66
ParsifalRob,568,14.958,26.3,206,3.341,66,157,1,21
ATOM_1971,565,3.569,6.3,80,667,143,144,0,100
mingo23,564,10.709,19.0,1.100,568,18,476,0,57
laser82,549,24.768,45.1,626,5.008,40,398,10,157
vopa72,547,3.122,5.7,63,123,198,56,0,157
EneaSuper,545,15.134,27.8,573,3.030,172,501,13,192
jackthebest,542,45.628,84.2,38,2.510,21,109,136,93
vancori,537,68.894,128.3,380,3.196,63,129,149,128
