user,changesets,total_objects,avg_objects_per_cs,buildings,highways,landuse,amenities,waterways,naturals
popilen,750,17.502,23.3,373,574,97,121,119,129
sbiribizio,745,119.893,160.9,2.725,8.167,392,262,247,424
servilius_ahala,745,6.435,8.6,153,68,20,44,3,15
paracetamolo,741,11.454,15.5,754,1.288,71,82,134,4
guidobon,740,39.609,53.5,4.732,237,57,63,3,72
Petro Ludoviko,720,13.395,18.6,664,1.026,73,177,19,15
Zandroxxx,715,28.362,39.7,461,2.451,145,211,54,76
Francesco91,694,7.132,10.3,771,1.328,55,65,3,30
AlfredoSP,693,18.009,26.0,20,3.017,1,2,2,2
Vespucci,691,10.899,15.8,52,627,7,42,345,116
Aury88,689,80.991,117.5,2.744,3.420,859,8.337,147,10.564
arcanma,673,102.890,152.9,494,8.806,637,364,343,137
user_1257620,669,16.258,24.3,155,2.670,90,220,36,46
