user,changesets,total_objects,avg_objects_per_cs,buildings,highways,landuse,amenities,waterways,naturals
ilrobi,564,65.158,115.5,2.454,3.094,9,272,22,13
Francesco Placco,533,72.776,136.5,1.349,3.940,234,574,124,433
Yorvik Prestigitator,531,3.333,6.3,146,471,6,210,0,0
Pab09,525,200.967,382.8,11.588,11.021,1.638,960,260,532
Ale_Zena_IT,523,41.863,80.0,378,4.240,24,809,70,157
ukawaGPS,518,43.297,83.6,3.916,4.684,91,137,4,19
noperante,515,101.044,196.2,1.589,15.014,121,316,77,21
BCNorwich,498,4.679,9.4,356,325,156,32,9,37
Map47,493,15.665,31.8,263,2.178,100,85,205,55
emmanuelecois,492,104.361,212.1,11.258,2.531,268,516,86,956
rugamarcus,472,147.252,312.0,2.599,7.837,573,595,296,122
francesco_pe,456,38.950,85.4,2.397,3.267,84,323,15,133
GPS-Marco,441,12.355,28.0,22,1.361,36,25,17,102
Stefano Fraccaro,433,5.594,12.9,260,976,3,87,0,0
UmbeP,430,38.703,90.0,27,5.269,198,304,94,10
sabas88,415,268.038,645.9,1.833,12.713,1.069,616,104,826
CyKorg,413,21.576,52.2,282,1.745,55,116,9,5
Ciaurlec,411,10.714,26.1,390,872,8,182,104,51
itinerAria-Cristina,407,36.499,89.7,1,5.347,77,6,2,3
fair,406,24.114,59.4,117,261,603,39,168,95
marcotezza,405,8.656,21.4,1.021,181,1,64,0,41
asev,403,24.975,62.0,1.921,2.962,69,298,14,30
Aury88,392,49.385,126.0,1.598,3.733,605,358,172,446
mux0815,391,39.400,100.8,333,817,243,34,394,185
Fabiano Peddis,378,21.225,56.2,2.153,1.674,38,321,2,42
capataz,377,47.854,126.9,355,2.179,568,84,245,272
Gwilbor,376,136.642,363.4,203,12.702,96,502,191,86
roscolosco,376,170.667,453.9,1.122,8.808,86,82,306,135
Arlas,375,408.126,1088.3,52.443,10.342,1.160,437,51,479
